Station;Culture_start;Assay_start;Original_sal;Treatment_sal;Replicate;Time;Active
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;0;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;2;0
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;4;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;2;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;24;0
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;24;1
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;48;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;48;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;1;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;3;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;5;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;1;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;2;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;72;1
Wilhelmshaven;2022-09-09;2023-06-21;31;15;3;72;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;0.1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;1;3;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;1;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;96;1
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;96;0
Wilhelmshaven;2022-09-09;2023-06-21;31;2;2;96;0
